TransactionId,UserId,VisitYear,VisitMonth,VisitMode,AttractionId,Rating
16605,2521,2022,5,COUPLES,41,5.0
16606,2310,2024,11,Solo,326,5.0
16607,1397,2021,11,Family,285,5.0
16608,225,2023,10,Business,176,5.0
16609,2732,2022,2,Couples,292,4.0
16610,2274,2020,10,Family,257,4.0
16611,985,2021,9,Business,157,2.0
16612,2950,2022,10,Business,168,4.0
16613,895,2021,8,Family,281,4.0
16614,1032,2022,12,Family,3,3.0
16615,2917,2024,6,Family,301,5.0
16616,1959,2024,11,Business,44,4.0
16617,2623,2023,10,Business,264,2.0
16618,2651,2020,8,Family,86,4.0
16619,1550,2023,4,Friends,327,3.0
16620,760,2024,2,Friends,348,5.0
16621,2517,2022,4,Family,99,4.0
16622,1456,2021,9,Couples,207,4.0
16623,1659,2022,8,Family,24,5.0
16624,1570,2021,2,Couples,287,5.0
16625,36,2024,1,Family,336,5.0
16626,172,2024,1,Family,157,2.0
16627,1795,2022,10,Business,103,4.0
16628,2368,2023,1,Business,232,5.0
16629,1300,2020,9,Solo,999999,3.0
16630,653,2020,12,Business,326,4.0
16631,1134,2022,3,Family,137,3.0
16632,2292,2024,8,Family,143,5.0
16633,354,2022,7,Business,152,
16634,1645,2021,1,Couples,96,3.0
16635,2075,2021,11,Couples,14,4.0
16636,1155,2022,2,Business,237,5.0
16637,1760,2021,1,Couples,199,4.0
16638,2642,2020,12,Couples,259,4.0
16639,669,2024,3,Business,238,5.0
16640,449,2023,8,Friends,139,4.0
16641,197,2022,2,Family,135,3.0
16642,2156,2021,6,Couples,321,4.0
16643,2699,2022,9,Couples,290,5.0
16644,2035,2023,1,,286,3.0
16645,2925,2021,5,Friends,109,3.0
16646,2093,2023,4,Couples,88,4.0
16647,824,2024,6,Business,328,4.0
16648,752,2024,7,Business,216,4.0
16649,1954,2022,2,Business,34,5.0
16650,1984,2022,10,Couples,311,4.0
16651,1518,2023,8,Friends,11,5.0
16652,1519,2020,4,Solo,125,4.0
16653,1156,2024,6,Couples,50,3.0
16654,985,2022,3,Couples,52,4.0
16655,1843,2020,8,Business,289,3.0
16656,2230,2023,9,Couples,85,5.0
16657,2418,2024,3,Friends,50,4.0
16658,884,2023,4,Solo,159,4.0
16659,2549,2023,12,Friends,287,5.0
16660,871,2024,5,Family,22,4.0
16661,876,2022,3,Friends,306,5.0
16662,2413,2024,1,Business,339,5.0
16663,2906,2024,2,Family,5,3.0
16664,2809,2022,2,Couples,165,5.0
16665,362,2022,11,Family,30,5.0
16666,824,2023,1,Solo,195,5.0
16667,2260,2021,8,Family,327,5.0
16668,2413,2023,6,Family,311,4.0
16669,1463,2024,5,Solo,229,5.0
16670,64,2024,12,Solo,326,3.0
16671,1456,2022,2,Family,103,5.0
16672,124,2021,9,Friends,321,3.0
16673,797,2024,2,Family,52,4.0
16674,1918,2022,12,Friends,303,3.0
16675,447,2020,5,Couples,28,4.0
16676,2110,2022,4,Friends,24,4.0
16677,1809,2020,12,Family,209,5.0
16678,1201,2020,1,Couples,297,4.0
16679,1032,2022,10,Solo,41,4.0
16680,2739,2022,7,Solo,299,5.0
16681,1616,2024,4,Family,298,
16682,2657,2023,11,Business,21,4.0
16683,1153,2020,10,Couples,52,5.0
16684,1742,2023,10,Family,308,5.0
16685,2864,2024,14,Solo,88,4.0
16686,410,2023,8,Family,88,4.0
16687,760,2022,12,Couples,187,1.0
16688,2749,2024,3,Family,228,5.0
16689,1175,2023,1,Family,86,4.0
16690,771,2021,3,Friends,326,5.0
16691,2994,2022,3,Family,56,4.0
16692,338,2024,7,Friends,7,4.0
16693,1785,2023,8,Couples,29,3.0
16694,2344,2024,7,Family,50,5.0
16695,2342,2024,10,couples,52,5.0
16696,1237,2024,12,Couples,237,5.0
16697,169,2023,1,Family,195,4.0
16698,2508,2022,11,Family,225,4.0
16699,2405,2024,9,Family,61,2.0
16700,713,2020,10,Friends,308,5.0
16701,959,2021,11,Business,237,3.0
16702,1482,2023,11,Family,52,4.0
16703,373,2021,6,Couples,50,5.0
16704,2445,2024,3,Family,153,5.0
16705,2771,2022,9,Family,150,5.0
16706,885,2020,9,Couples,184,4.0
16707,2779,2021,2,Family,143,4.0
16708,2398,2022,2,Family,227,4.0
16709,2158,2023,4,Couples,199,5.0
16710,2904,2023,2,Family,69,4.0
16711,926,2020,8,Family,225,4.0
16712,2745,2020,3,Family,96,3.0
16713,325,2021,11,Couples,40,3.0
16714,1375,2023,11,Solo,210,4.0
16715,1614,2023,4,Solo,220,3.0
16716,406,2023,9,Friends,74,4.0
16717,2193,2023,12,Friends,343,5.0
16718,1365,2024,1,Family,308,4.0
16719,1296,2023,9,Friends,88,3.0
16720,1701,2023,9,Family,291,5.0
16721,447,2020,6,Business,220,4.0
16722,669,2020,3,Solo,311,4.0
16723,612,2023,8,Couples,50,5.0
16724,2861,2024,4,Couples,111,5.0
16725,2304,2023,7,Family,299,5.0
16726,1528,2024,2,Friends,70,4.0
16727,1929,2020,3,Solo,52,4.0
16728,1897,2022,5,Business,270,4.0
16729,760,2023,10,Solo,326,3.0
16730,281,2024,11,Friends,209,5.0
16731,1621,2020,5,Couples,292,4.0
16732,760,2023,7,Couples,326,5.0
16733,2604,2021,9,Family,50,5.0
16734,707,2022,5,Friends,329,5.0
16735,1677,2023,4,FAMILY,47,4.0
16736,1172,2024,10,Business,202,4.0
16737,2210,2021,2,Couples,141,5.0
16738,2858,2023,4,Family,79,3.0
16739,1152,2020,2,Business,33,3.0
16740,171,2024,12,Couples,319,4.0
16741,1935,2020,10,Friends,269,5.0
16742,426,2023,7,Family,175,3.0
16743,347,2023,6,Couples,292,4.0
16744,1935,2023,3,Family,164,4.0
16745,342,2023,12,Friends,336,4.0
16746,425,2020,8,Family,50,3.0
16747,1226,2024,3,Family,320,5.0
16748,1284,2022,7,Family,308,4.0
16749,2736,2024,2,Friends,326,4.0
16750,784,2024,1,Business,39,4.0
16751,1119,2023,7,Family,105,3.0
16752,2090,2023,7,Couples,303,4.0
16753,2463,2022,6,Couples,93,5.0
16754,985,2021,1,Family,304,3.0
16755,1839,2023,2,Business,183,3.0
16756,1819,2023,11,Friends,22,4.0
16757,874,2023,11,Family,60,4.0
16758,389,2022,11,Business,340,4.0
16759,2008,2020,10,Solo,163,5.0
16760,761,2024,10,Solo,162,4.0
16761,922,2022,10,Friends,305,5.0
16762,1675,2023,10,Family,326,3.0
16763,539,2022,12,Friends,135,5.0
16764,724,2022,8,Friends,50,9.0
16765,1257,2024,4,Friends,46,4.0
16766,2622,2023,11,Business,291,5.0
16767,2302,2024,8,Family,197,4.0
16768,920,2022,6,Family,143,5.0
16769,869,2022,12,Friends,143,4.0
16770,2962,2024,12,Couples,238,4.0
16771,1909,2022,5,Business,77,4.0
16772,2018,2023,1,Family,178,5.0
16773,180,2021,12,Business,172,4.0
16774,347,2020,3,,151,5.0
16775,842,2024,1,Family,267,5.0
16776,2512,2022,1,Friends,211,5.0
16777,2734,2021,2,Business,230,5.0
16778,654,2024,10,Family,286,5.0
16779,2117,2024,4,Family,148,3.0
16780,2605,2023,5,Business,119,4.0
16781,2623,2024,5,Family,149,5.0
16782,1306,2024,7,Couples,118,5.0
16783,760,2020,12,Solo,326,4.0
16784,2871,2024,12,Couples,281,4.0
16785,785,2023,1,Couples,155,5.0
16786,743,2023,4,,306,4.0
16787,669,2022,3,Business,327,4.0
16788,1534,2021,10,Friends,152,5.0
16789,352,2022,1,Solo,229,5.0
16790,1669,2024,2,Business,124,4.0
16791,2854,2024,11,Solo,208,3.0
16792,1463,2024,8,Couples,196,5.0
16793,2894,2021,2,Couples,56,4.0
16794,2719,2020,7,Friends,292,4.0
16795,2358,2022,5,Family,52,2.0
16796,1774,2024,7,Family,266,5.0
16797,2629,2022,1,Couples,25,5.0
16798,1622,2022,5,Business,320,3.0
16799,669,2023,8,Friends,257,5.0
16800,2782,2020,2,Couples,135,5.0
16801,1456,2023,6,Family,325,3.0
16802,2726,2021,8,Family,59,5.0
16803,1099,2021,2,Friends,176,5.0
16804,955,2024,4,Family,228,4.0
16805,2281,2023,5,Solo,320,5.0
16806,1844,2023,10,Couples,52,4.0
16807,1228,2021,5,Business,49,4.0
16808,2622,2022,11,Couples,291,5.0
16809,1499,2023,6,Couples,103,5.0
16810,48,2024,5,Business,303,0.0
16811,2044,2023,6,Friends,320,5.0
16812,205,2024,5,Couples,311,5.0
16813,1387,2023,5,Business,60,4.0
16814,654,2023,12,Solo,2,3.0
16815,724,2023,3,Couples,326,4.0
16816,2938,2023,6,Family,350,5.0
16817,370,2022,3,Couples,73,4.0
16818,2257,2022,7,Friends,186,4.0
16819,1853,2023,5,Business,2,3.0
16820,664,2021,12,Couples,212,3.0
16821,2822,2022,3,Family,224,5.0
16822,669,2022,4,Couples,74,4.0
16823,1493,2021,1,Couples,56,3.0
16824,2349,2021,4,Friends,143,5.0
16825,2274,2023,5,Couples,335,4.0
16826,925,2022,2,Couples,71,5.0
16827,2502,2024,6,Family,134,5.0
16828,2887,2024,2,Friends,7,5.0
16829,1362,2021,8,Couples,176,5.0
16830,1905,2022,11,Family,327,4.0
16831,1011,2021,2,Family,326,5.0
16832,985,2023,7,Couples,236,4.0
16833,1345,2021,12,Friends,4,3.0
16834,664,2020,1,Couples,29,3.0
16835,2033,2022,10,Friends,121,4.0
16836,554,2023,2,Couples,300,5.0
16837,18,2022,6,Couples,249,5.0
16838,1227,2024,9,Solo,237,4.0
16839,247,2021,5,Friends,265,4.0
16840,1654,2021,2,Solo,25,2.0
16841,1514,2024,3,Family,59,5.0
16842,459,2022,3,Family,184,4.0
16843,725,2022,7,,326,5.0
16844,95,2023,6,Solo,238,3.0
16845,1740,2021,3,Friends,337,5.0
16846,836,2023,6,Couples,136,5.0
16847,2113,2024,9,Family,102,3.0
16848,1836,2024,2,Friends,50,5.0
16849,1032,2021,3,Couples,126,3.0
16850,87,2021,9,Solo,76,5.0
16851,926,2021,9,Couples,195,5.0
16852,926,2023,9,,255,4.0
16853,948,2024,9,Solo,4,3.0
16854,2861,2024,3,Business,326,4.0
16855,550,2023,3,Couples,90,5.0
16856,765,2022,3,Friends,338,5.0
16857,2480,2024,4,Friends,121,5.0
16858,2781,2021,5,Friends,56,3.0
16859,1337,2023,6,Family,270,5.0
16860,1565,2024,10,Friends,56,4.0
16861,180,2024,11,Family,220,4.0
16862,2413,2023,5,Family,308,4.0
16863,1742,2023,4,Solo,286,4.0
16864,1380,2022,3,Business,326,5.0
16865,871,2020,8,Family,50,5.0
16866,1247,2020,2,Friends,179,5.0
16867,2188,2024,10,Family,184,4.0
16868,260,2021,6,Couples,123,5.0
16869,1468,2021,6,Family,314,4.0
16870,134,2022,9,Business,210,4.0
16871,2302,2020,5,Business,52,2.0
16872,669,2020,9,Couples,334,5.0
16873,2708,2021,2,Couples,128,5.0
16874,1369,2022,5,Couples,326,3.0
16875,1301,2022,10,Friends,153,5.0
16876,992,2022,10,Solo,60,4.0
16877,1498,2022,10,Couples,289,5.0
16878,958,2023,2,Solo,300,4.0
16879,991,2022,4,Friends,52,4.0
16880,664,2023,8,Family,98,3.0
16881,974,2024,2,Friends,143,5.0
16882,2416,2021,2,Friends,293,5.0
16883,725,2024,7,Solo,228,5.0
16884,2445,2023,1,Family,230,5.0
16885,2568,2023,6,Friends,254,4.0
16886,1952,2022,5,Family,50,3.0
16887,121,2022,6,Friends,230,5.0
16888,1649,2023,7,Couples,148,2.0
16889,2482,2024,6,Business,342,4.0
16890,1015,2024,4,Couples,238,5.0
16891,804,2023,6,Family,326,4.0
16892,926,2022,12,Solo,329,4.0
16893,1177,2022,4,Family,22,4.0
16894,225,2023,2,Couples,209,5.0
16895,714,2022,2,Couples,254,5.0
16896,1884,2024,12,Business,230,5.0
16897,1357,2022,10,Business,326,4.0
16898,727,2023,11,Family,141,4.0
16899,2805,2024,6,COUPLES,292,4.0
16900,844,2023,12,Family,118,5.0
16901,427,2023,1,Couples,292,4.0
16902,669,2023,5,Family,196,4.0
16903,849,2022,7,Business,37,4.0
16904,1518,2024,5,Couples,236,5.0
16905,221,2024,4,Friends,213,5.0
16906,2544,2024,5,Couples,74,5.0
16907,2616,2024,5,Business,244,5.0
16908,922,2020,5,Family,284,4.0
16909,2304,2023,6,Business,25,4.0
16910,1757,2024,10,Business,280,4.0
16911,2512,2024,5,Friends,337,5.0
16912,788,2021,4,Family,265,3.0
16913,1783,2021,6,Friends,32,3.0
16914,231,2021,3,Family,268,5.0
16915,35,2022,8,Family,165,5.0
16916,2606,2024,3,Solo,248,4.0
16917,842,2024,11,Family,184,5.0
16918,1255,2023,10,Family,326,5.0
16919,693,2023,2,Family,326,4.0
16920,2615,2020,7,Friends,289,5.0
16921,1065,2021,5,Friends,186,4.0
16922,604,2020,1,Family,189,4.0
16923,1774,2022,3,Couples,206,
16924,669,2023,11,Family,104,3.0
16925,760,2023,5,Family,326,5.0
16926,1973,2023,1,Couples,51,4.0
16927,2882,2024,4,Family,277,5.0
16928,2249,2020,5,Friends,97,4.0
16929,410,2024,2,Couples,143,5.0
16930,901,2020,1,Friends,228,4.0
16931,2377,2023,8,Family,141,5.0
16932,781,2022,7,SOLO,52,3.0
16933,2199,2022,2,Solo,326,5.0
16934,1354,2021,6,Family,223,4.0
16935,2644,2022,2,Business,200,3.0
16936,990,2021,9,Friends,134,3.0
16937,2818,2023,2,Family,302,2.0
16938,1137,2023,12,FAMILY,347,5.0
16939,2156,2020,4,Solo,73,3.0
16940,664,2022,2,Solo,55,3.0
16941,1530,2023,8,Family,50,5.0
16942,892,2020,7,Business,230,5.0
16943,48,2024,1,Couples,73,4.0
16944,1225,2021,4,Solo,118,5.0
16945,581,2024,10,Family,325,3.0
16946,2881,2024,10,Couples,10,4.0
16947,2413,2024,6,Business,103,4.0
16948,2198,2024,4,Couples,286,4.0
16949,1288,2022,5,Friends,50,4.0
16950,760,2020,12,Friends,17,2.0
16951,926,2022,6,Family,206,4.0
16952,669,2023,1,Couples,77,4.0
16953,1613,2021,10,Friends,165,4.0
16954,2415,2024,2,Couples,265,4.0
16955,640,2023,12,Friends,303,4.0
16956,16,2022,4,Friends,330,5.0
16957,414,2022,9,Business,150,5.0
16958,1315,2021,6,Couples,2,4.0
16959,76,2024,11,Family,52,3.0
16960,1124,2020,3,Family,150,5.0
16961,362,2021,9,Business,129,4.0
16962,352,2022,9,Business,221,4.0
16963,2111,2021,12,Solo,286,3.0
16964,2998,2020,11,Couples,339,4.0
16965,664,2023,12,Business,173,4.0
16966,687,2020,9,Family,153,5.0
16967,848,2022,5,Couples,50,5.0
16968,2336,2022,3,Couples,308,4.0
16969,1464,2023,3,Business,52,2.0
16970,1669,2024,6,Couples,4,5.0
16971,1589,2023,2,Business,59,4.0
16972,2828,2022,8,Family,255,4.0
16973,135,2024,4,Family,205,3.0
16974,527,2022,5,Business,21,4.0
16975,1061,2023,9,Couples,22,
16976,1401,2023,8,Friends,324,4.0
16977,372,2023,5,Couples,246,5.0
16978,2674,2021,5,Family,230,5.0
16979,1991,2021,2,Solo,96,3.0
16980,2809,2024,8,Family,165,5.0
16981,2842,2024,9,Family,10,5.0
16982,1482,2023,8,Friends,273,4.0
16983,2537,2021,9,Couples,286,5.0
16984,2191,2024,6,,38,4.0
16985,993,2021,6,Couples,230,5.0
16986,1921,2022,2,Business,32,3.0
16987,2861,2024,4,Couples,220,5.0
16988,2275,2020,6,FRIENDS,289,4.0
16989,2101,2020,7,Solo,265,4.0
16990,669,2023,1,  Business ,56,4.0
16991,2478,2022,3,Couples,116,5.0
16992,1086,2024,10,Business,265,4.0
16993,1819,2023,5,Couples,154,5.0
16994,1990,2023,5,Family,85,5.0
16995,1491,2023,4,Couples,118,
16996,554,2024,5,Couples,326,3.0
16997,2059,2024,10,Family,56,5.0
16998,727,2023,9,Couples,141,4.0
16999,760,2024,9,Couples,326,5.0
17000,417,2024,2,Family,283,4.0
17001,1804,2022,11,Family,237,5.0
17002,387,2022,5,Family,217,4.0
17003,974,2022,10,Family,37,4.0
17004,2659,2024,9,Family,326,4.0
17005,1288,2022,11,Friends,217,3.0
17006,2678,2022,9,Friends,183,5.0
17007,1419,2023,1,Couples,151,4.0
17008,602,2024,7,Business,52,3.0
17009,2260,2023,12,Friends,8,5.0
17010,985,2023,4,Family,186,4.0
17011,2896,2023,4,Friends,17,3.0
17012,760,2021,11,Family,257,4.0
17013,2449,2024,12,Business,61,
17014,1423,2023,3,Family,339,5.0
17015,2512,2022,2,Family,144,4.0
17016,621,2022,2,Business,36,4.0
17017,1843,2024,2,Friends,229,5.0
17018,368,2021,11,Couples,280,5.0
17019,2413,2021,7,Friends,10,5.0
17020,704,2024,12,Business,95,4.0
17021,1193,2023,12,Family,85,5.0
17022,1915,2023,2,Couples,234,4.0
17023,1376,2024,6,Couples,56,5.0
17024,2313,2021,10,Business,52,3.0
17025,2029,2022,8,Family,335,5.0
17026,431,2023,11,Business,104,3.0
17027,2304,2022,8,Family,22,5.0
17028,1179,2022,3,Business,230,5.0
17029,1755,2023,10,Family,71,4.0
17030,669,2021,12,Business,74,4.0
17031,1178,2023,1,Friends,186,4.0
17032,2432,2020,4,Friends,77,4.0
17033,2786,2021,11,Friends,149,4.0
17034,2834,2023,6,Solo,276,5.0
17035,2068,2022,7,Couples,246,5.0
17036,253,2022,10,Family,314,4.0
17037,1241,2023,4,Friends,21,5.0
17038,656,2024,4,Friends,202,3.0
17039,2059,2022,1,Couples,279,5.0
17040,542,2022,11,Family,111,5.0
17041,2931,2023,7,Friends,59,4.0
17042,664,2023,11,Friends,4,4.0
17043,180,2024,9,Couples,16,4.0
17044,2512,2023,12,Friends,52,4.0
17045,669,2023,9,Family,263,4.0
17046,93,2020,4,Solo,326,5.0
17047,1597,2021,12,Friends,76,5.0
17048,2905,2023,4,solo,178,5.0
17049,760,2023,3,Couples,326,5.0
17050,1140,2024,2,Friends,293,5.0
17051,712,2024,6,solo,78,5.0
17052,1636,2023,8,Family,237,5.0
17053,926,2022,1,Couples,326,5.0
17054,1734,2020,7,Couples,178,5.0
17055,1375,2024,1,Business,165,4.0
17056,2797,2024,11,Couples,283,3.0
17057,1965,2023,2,Business,22,3.0
17058,2009,2022,11,Friends,99,3.0
17059,1397,2022,3,Family,67,1.0
17060,874,2022,3,Family,328,4.0
17061,908,2024,2,Family,75,4.0
17062,1462,2024,6,Couples,145,5.0
17063,654,2024,2,Solo,250,4.0
17064,440,2022,8,FAMILY,1,5.0
17065,1032,2023,8,Business,50,3.0
17066,431,2023,7,Business,108,3.0
17067,689,2022,7,Family,184,5.0
17068,1544,2020,5,Family,86,5.0
17069,2348,2020,11,Couples,49,3.0
17070,672,2022,11,Solo,45,5.0
17071,2355,2024,2,Couples,93,4.0
17072,62,2022,11,Business,52,3.0
17073,2994,2024,10,Friends,50,3.0
17074,1501,2021,11,Family,197,5.0
17075,1369,2023,2,Couples,31,4.0
17076,1900,2022,1,Friends,42,5.0
17077,1365,2023,4,business,269,5.0
17078,1138,2022,5,Solo,10,4.0
17079,1032,2022,3,Solo,265,4.0
17080,2932,2021,12,Couples,77,3.0
17081,2569,2022,7,,349,5.0
17082,1456,2022,11,Family,78,5.0
17083,2492,2022,8,Business,243,4.0
17084,492,2023,6,Friends,118,3.0
17085,1529,2020,1,,34,5.0
17086,1276,2021,11,Family,265,5.0
17087,926,2020,7,Family,92,3.0
17088,2755,2024,3,Couples,326,5.0
17089,2480,2022,10,Business,282,4.0
17090,2722,2023,5,Couples,41,5.0
17091,1846,2023,7,Couples,50,4.0
17092,1044,2022,12,Solo,76,5.0
17093,2257,2021,3,Friends,143,5.0
17094,354,2024,4,Business,326,3.0
17095,2537,2022,6,Family,116,4.0
17096,115,2021,8,Couples,303,5.0
17097,2436,2022,10,Family,76,5.0
17098,2081,2021,12,Couples,192,3.0
17099,286,2022,6,Family,148,4.0
17100,482,2023,3,Couples,326,5.0
17101,1284,2023,1,Friends,143,5.0
17102,860,2023,1,Business,122,4.0
17103,2582,2022,5,Solo,292,4.0
17104,655,2024,9,Business,326,4.0
17105,1158,2021,10,Couples,238,5.0
17106,760,2024,10,Solo,135,3.0
17107,418,2020,8,Friends,327,4.0
17108,760,2022,10,Couples,326,5.0
17109,2562,2021,4,Family,124,5.0
17110,2123,2023,5,Friends,72,4.0
17111,2738,2022,7,Solo,115,5.0
17112,1129,2024,12,Friends,120,4.0
17113,724,2022,11,Business,145,3.0
17114,105,2021,2,Family,150,3.0
17115,1428,2022,12,Business,52,3.0
17116,153,2021,1,Business,188,3.0
17117,16,2023,9,Family,78,4.0
17118,1768,2022,3,Friends,178,5.0
17119,552,2021,12,Family,293,5.0
17120,1643,2020,12,Couples,147,4.0
17121,1678,2024,2,Friends,326,
17122,2153,2024,4,Business,250,4.0
17123,1063,2022,6,Friends,326,5.0
17124,2086,2020,3,Friends,348,
17125,1017,2020,12,Family,262,4.0
17126,322,2023,3,Couples,212,4.0
17127,892,2022,11,Friends,230,5.0
17128,28,2023,11,Solo,182,5.0
17129,1317,2023,3,Couples,143,5.0
17130,2200,2022,2,Family,39,3.0
17131,2335,2024,2,Family,143,5.0
17132,693,2020,11,Family,72,3.0
17133,347,2022,12,Friends,143,5.0
17134,633,2023,9,Business,50,4.0
17135,2949,2024,8,Family,326,4.0
17136,899,2022,8,Couples,109,5.0
17137,1200,2024,7,Business,326,5.0
17138,244,2021,3,Couples,202,5.0
17139,2344,2021,3,Friends,204,5.0
17140,1268,2023,5,Couples,326,4.0
17141,284,2024,3,Solo,326,5.0
17142,1358,2023,2,Family,88,4.0
17143,2114,2022,7,Family,326,4.0
17144,1358,2024,2,,64,3.0
17145,2902,2023,10,Business,95,
17146,2597,2020,9,Family,162,4.0
17147,1491,2023,10,Couples,50,3.0
17148,2839,2020,1,Family,106,4.0
17149,2415,2022,12,Family,267,4.0
17150,1023,2022,6,Family,326,4.0
17151,2298,2023,1,Solo,47,4.0
17152,1464,2023,10,Business,291,5.0
17153,1559,2024,6,Friends,143,5.0
17154,1515,2023,3,Family,237,5.0
17155,2409,2024,11,Couples,327,4.0
17156,2755,2023,10,Couples,999999,5.0
17157,925,2022,4,Family,326,5.0
17158,1868,2024,10,Couples,50,4.0
17159,1830,2024,6,  Family ,308,5.0
17160,2651,2021,11,Family,326,4.0
17161,1262,2023,6,Couples,230,5.0
17162,652,2024,5,Business,250,3.0
17163,669,2024,7,Couples,281,4.0
17164,177,2024,2,Couples,342,5.0
17165,334,2024,4,Business,143,5.0
17166,866,2022,10,Friends,164,5.0
17167,341,2023,8,Couples,103,5.0
17168,2596,2021,8,Solo,92,5.0
17169,999,2021,10,Couples,128,5.0
17170,1024,2022,4,Couples,293,5.0
17171,2257,2024,10,Family,37,5.0
17172,866,2022,3,Couples,272,5.0
17173,2121,2021,8,Business,327,5.0
17174,2450,2023,6,Solo,65,4.0
17175,992,2024,4,Couples,52,4.0
17176,1374,2020,1,Business,326,4.0
17177,926,2022,6,Couples,331,3.0
17178,1178,2024,4,Family,305,5.0
17179,1699,2022,3,Family,59,4.0
17180,985,2024,11,Family,60,3.0
17181,1317,2021,12,Family,308,5.0
17182,1433,2022,10,Friends,234,5.0
17183,96,2022,4,Couples,59,5.0
17184,547,2020,11,Couples,18,5.0
17185,1570,2022,5,Friends,126,4.0
17186,11,2022,1,Friends,261,5.0
17187,2082,2022,12,FAMILY,34,4.0
17188,2718,2022,6,Business,120,3.0
17189,2248,2023,5,Family,276,4.0
17190,909,2021,2,Business,326,3.0
17191,1275,2023,4,Family,6,4.0
17192,1901,2021,10,Business,241,4.0
17193,2003,2021,9,Family,8,5.0
17194,2931,2024,2,Family,310,3.0
17195,1420,2020,11,Friends,3,3.0
17196,735,2024,5,Business,16,5.0
17197,999,2022,8,Business,151,4.0
17198,2772,2020,1,Family,22,4.0
17199,1843,2023,11,Family,248,4.0
17200,2580,2020,4,Friends,218,4.0
17201,2154,2021,8,Couples,10,4.0
17202,2894,2023,10,Business,172,4.0
17203,1454,2021,2,Couples,66,4.0
17204,2858,2021,4,Friends,230,4.0
17205,2647,2022,10,Couples,46,4.0
17206,2512,2022,12,Family,326,5.0
17207,2836,2023,1,Couples,230,4.0
17208,1518,2022,9,Couples,338,5.0
17209,2210,2022,11,Couples,50,4.0
17210,1623,2021,10,Couples,57,4.0
17211,2304,2023,3,Business,25,3.0
17212,2274,2024,9,Couples,335,4.0
17213,2258,2021,11,Couples,246,5.0
17214,1197,2023,12,Family,28,5.0
17215,2377,2023,5,Family,326,4.0
17216,2613,2023,1,Business,206,5.0
17217,1849,2023,7,Family,52,5.0
17218,1295,2023,9,Couples,138,5.0
17219,2538,2022,1,,270,5.0
17220,2311,2020,4,Friends,221,4.0
17221,1345,2023,9,Family,56,4.0
17222,1695,2023,1,Couples,22,4.0
17223,2018,2023,5,Couples,52,4.0
17224,2029,2023,2,Couples,247,5.0
17225,895,2023,4,Friends,61,
17226,835,2024,10,Solo,131,4.0
17227,2651,2023,2,Friends,259,5.0
17228,2827,2021,5,Solo,342,4.0
17229,1121,2021,10,Solo,46,5.0
17230,2734,2023,2,Family,276,5.0
17231,1350,2022,3,Couples,193,4.0
17232,562,2022,9,Couples,208,5.0
17233,2179,2022,10,Couples,63,4.0
17234,172,2021,8,Family,349,4.0
17235,372,2022,8,Business,129,4.0
17236,2843,2024,9,Solo,345,2.0
17237,1502,2022,1,Family,219,2.0
17238,760,2023,8,Business,320,4.0
17239,1384,2023,1,Couples,148,4.0
17240,1693,2021,9,Couples,159,3.0
17241,1860,2022,8,Family,257,5.0
17242,985,2022,4,Couples,326,4.0
17243,1076,2020,6,Family,165,5.0
17244,1605,2023,10,Business,143,4.0
17245,1828,2023,1,Couples,23,5.0
17246,2768,2023,5,Friends,272,3.0
17247,1097,2022,4,Family,240,3.0
17248,2606,2022,10,Friends,248,4.0
17249,2983,2024,3,Couples,98,4.0
17250,958,2024,9,Friends,4,4.0
17251,109,2022,3,Friends,267,5.0
17252,1767,2021,9,Family,52,3.0
17253,2708,2023,8,Solo,209,5.0
17254,180,2022,7,Family,153,5.0
17255,664,2023,7,Family,161,4.0
17256,1986,2022,3,Solo,178,5.0
17257,2413,2023,11,Friends,339,5.0
17258,281,2021,5,Friends,230,5.0
17259,1007,2022,9,Friends,224,4.0
17260,718,2024,9,Couples,343,5.0
17261,2892,2022,10,Couples,52,5.0
17262,2008,2024,9,Couples,263,4.0
17263,1368,2024,6,Couples,215,4.0
17264,2573,2024,8,Couples,22,5.0
17265,1552,2022,0,Friends,40,4.0
17266,2734,2022,1,Couples,221,4.0
17267,718,2022,6,Solo,142,4.0
17268,109,2024,1,Couples,23,5.0
17269,1198,2023,9,Family,290,5.0
17270,669,2021,2,Business,56,4.0
17271,2490,2024,10,Couples,88,4.0
17272,1535,2024,9,Friends,186,4.0
17273,824,2023,7,Business,13,4.0
17274,2304,2021,9,Friends,33,4.0
17275,1519,2024,9,Couples,178,4.0
17276,1456,2022,9,Couples,134,3.0
17277,612,2024,3,Family,142,5.0
17278,2991,2024,8,Friends,171,5.0
17279,1927,2021,1,Couples,230,5.0
17280,2544,2024,3,Couples,272,4.0
17281,2260,2024,10,Family,11,4.0
17282,1456,2020,2,Couples,313,4.0
17283,37,2023,6,Friends,292,4.0
17284,1954,2024,6,Family,204,4.0
17285,334,2022,10,Business,143,5.0
17286,2886,2022,6,  Couples ,52,4.0
17287,735,2024,8,Family,326,4.0
17288,1023,2022,10,Friends,52,5.0
17289,1613,2022,5,Friends,230,5.0
17290,1456,2024,8,Family,327,3.0
17291,1911,2022,10,Family,52,3.0
17292,2329,2022,3,Family,52,4.0
17293,2257,2023,3,Friends,10,5.0
17294,2727,2022,2,Business,339,4.0
17295,1346,2022,7,Business,230,5.0
17296,1541,2021,12,Couples,326,
